bidNtceNo,bidNtceOrd,bidNtceNm,bsnsDivNm,cntrctCnclsSttusNm,cntrctCnclsMthdNm,bidwinrDcsnMthdNm,ntceInsttNm,ntceInsttCd,dmndInsttNm,dmndInsttCd,sucsfLwstlmtRt,presmptPrce,rsrvtnPrce,bssAmt,opengDate,opengTm,opengRsltDivNm,opengRank,bidprcCorpBizrno,bidprcCorpNm,bidprcCorpCeoNm,bidprcAmt,bidprcRt,bidprcDate,bidprcTm,sucsfYn,dqlfctnRsn,fnlSucsfAmt,fnlSucsfRt,fnlSucsfDate,fnlSucsfCorpNm,fnlSucsfCorpCeoNm,fnlSucsfCorpOfclNm,fnlSucsfCorpBizrno,fnlSucsfCorpAdrs,fnlSucsfCorpContactTel,dataBssDate
R25BK01013293,000,2025년 하반기 소나무재선충병 방제사업(논공(서)지구) 실시설계 용역,용역,총액계약,수의계약,,대구광역시 달성군,3480000,대구광역시 달성군,3480000,88,28818182,31420300,31700000,2025-08-25,11:00,개찰완료,10,4932201498,대영산림엔지니어링,김진용,27842000,88.611,2025-08-21,09:33,N,정상,27652030,88.006,2025-08-25,문경시 산림공작소,권수현,,499-10-03114,경상북도 문경시 중앙로 28-1 (모전동) 102호,,2025-12-09
R25BK01013293,000,2025년 하반기 소나무재선충병 방제사업(논공(서)지구) 실시설계 용역,용역,총액계약,수의계약,,대구광역시 달성군,3480000,대구광역시 달성군,3480000,88,28818182,31420300,31700000,2025-08-25,11:00,개찰완료,11,8830500754,가온누리ENG,최순연,27848000,88.63,2025-08-22,13:47,N,정상,27652030,88.006,2025-08-25,문경시 산림공작소,권수현,,499-10-03114,경상북도 문경시 중앙로 28-1 (모전동) 102호,,2025-12-09
R25BK01013293,000,2025년 하반기 소나무재선충병 방제사업(논공(서)지구) 실시설계 용역,용역,총액계약,수의계약,,대구광역시 달성군,3480000,대구광역시 달성군,3480000,88,28818182,31420300,31700000,2025-08-25,11:00,개찰완료,12,8763300837,대보ENG,권주윤,27860000,88.668,2025-08-22,11:01,N,정상,27652030,88.006,2025-08-25,문경시 산림공작소,권수현,,499-10-03114,경상북도 문경시 중앙로 28-1 (모전동) 102호,,2025-12-09
R25BK01013293,000,2025년 하반기 소나무재선충병 방제사업(논공(서)지구) 실시설계 용역,용역,총액계약,수의계약,,대구광역시 달성군,3480000,대구광역시 달성군,3480000,88,28818182,31420300,31700000,2025-08-25,11:00,개찰완료,13,5652700412,다온엔지니어링,이정우,27861100,88.672,2025-08-21,10:36,N,정상,27652030,88.006,2025-08-25,문경시 산림공작소,권수현,,499-10-03114,경상북도 문경시 중앙로 28-1 (모전동) 102호,,2025-12-09
R25BK01013293,000,2025년 하반기 소나무재선충병 방제사업(논공(서)지구) 실시설계 용역,용역,총액계약,수의계약,,대구광역시 달성군,3480000,대구광역시 달성군,3480000,88,28818182,31420300,31700000,2025-08-25,11:00,개찰완료,14,4978803252,주식회사 한양엔지니어링,김사곤,27867239,88.691,2025-08-23,10:04,N,정상,27652030,88.006,2025-08-25,문경시 산림공작소,권수현,,499-10-03114,경상북도 문경시 중앙로 28-1 (모전동) 102호,,2025-12-09
R25BK01013293,000,2025년 하반기 소나무재선충병 방제사업(논공(서)지구) 실시설계 용역,용역,총액계약,수의계약,,대구광역시 달성군,3480000,대구광역시 달성군,3480000,88,28818182,31420300,31700000,2025-08-25,11:00,개찰완료,15,5051181862,그루ENG,최용석,27890000,88.764,2025-08-19,13:46,N,정상,27652030,88.006,2025-08-25,문경시 산림공작소,권수현,,499-10-03114,경상북도 문경시 중앙로 28-1 (모전동) 102호,,2025-12-09
R25BK01013293,000,2025년 하반기 소나무재선충병 방제사업(논공(서)지구) 실시설계 용역,용역,총액계약,수의계약,,대구광역시 달성군,3480000,대구광역시 달성군,3480000,88,28818182,31420300,31700000,2025-08-25,11:00,개찰완료,16,5080554155,송맥산림기술사사무소,김현철,27930000,88.891,2025-08-24,16:17,N,정상,27652030,88.006,2025-08-25,문경시 산림공작소,권수현,,499-10-03114,경상북도 문경시 중앙로 28-1 (모전동) 102호,,2025-12-09
R25BK01013293,000,2025년 하반기 소나무재선충병 방제사업(논공(서)지구) 실시설계 용역,용역,총액계약,수의계약,,대구광역시 달성군,3480000,대구광역시 달성군,3480000,88,28818182,31420300,31700000,2025-08-25,11:00,개찰완료,17,8998600888,주식회사 금정이엔지,김명섭,27932777,88.9,2025-08-21,21:15,N,정상,27652030,88.006,2025-08-25,문경시 산림공작소,권수현,,499-10-03114,경상북도 문경시 중앙로 28-1 (모전동) 102호,,2025-12-09
R25BK01013293,000,2025년 하반기 소나무재선충병 방제사업(논공(서)지구) 실시설계 용역,용역,총액계약,수의계약,,대구광역시 달성군,3480000,대구광역시 달성군,3480000,88,28818182,31420300,31700000,2025-08-25,11:00,개찰완료,18,5150599636,선영ENG,이상희,27934000,88.904,2025-08-25,09:14,N,정상,27652030,88.006,2025-08-25,문경시 산림공작소,권수현,,499-10-03114,경상북도 문경시 중앙로 28-1 (모전동) 102호,,2025-12-09
R25BK01013293,000,2025년 하반기 소나무재선충병 방제사업(논공(서)지구) 실시설계 용역,용역,총액계약,수의계약,,대구광역시 달성군,3480000,대구광역시 달성군,3480000,88,28818182,31420300,31700000,2025-08-25,11:00,개찰완료,18,6821000645,초록산림기술사사무소,김용수,27934000,88.904,2025-08-22,19:58,N,정상,27652030,88.006,2025-08-25,문경시 산림공작소,권수현,,499-10-03114,경상북도 문경시 중앙로 28-1 (모전동) 102호,,2025-12-09
