bidNtceNo,bidNtceOrd,bidNtceNm,bsnsDivNm,cntrctCnclsSttusNm,cntrctCnclsMthdNm,bidwinrDcsnMthdNm,ntceInsttNm,ntceInsttCd,dmndInsttNm,dmndInsttCd,sucsfLwstlmtRt,presmptPrce,rsrvtnPrce,bssAmt,opengDate,opengTm,opengRsltDivNm,opengRank,bidprcCorpBizrno,bidprcCorpNm,bidprcCorpCeoNm,bidprcAmt,bidprcRt,bidprcDate,bidprcTm,sucsfYn,dqlfctnRsn,fnlSucsfAmt,fnlSucsfRt,fnlSucsfDate,fnlSucsfCorpNm,fnlSucsfCorpCeoNm,fnlSucsfCorpOfclNm,fnlSucsfCorpBizrno,fnlSucsfCorpAdrs,fnlSucsfCorpContactTel,dataBssDate
R25BK00975058,000,마곡동 1410 공공주택 전기공사 책임감리용역,용역,총액계약,일반경쟁,적격심사제,서울주택도시개발공사,Z003688,서울주택도시개발공사,Z003688,86.745,386940000,418348250,425634000,2025-08-13,13:00,개찰완료,,1248154382,(주)선진전력기술단,유해만,356151720,85.132,2025-08-12,11:15,N,낙찰하한선 미달,363154060,86.806,2025-09-01,(주)21세기이엔지,김지훈,,409-81-36591,"서울특별시 동대문구 왕산로 81,706호(용두동, 두산베어스타워)",02-470-9559,2025-12-09
R25BK00975058,000,마곡동 1410 공공주택 전기공사 책임감리용역,용역,총액계약,일반경쟁,적격심사제,서울주택도시개발공사,Z003688,서울주택도시개발공사,Z003688,86.745,386940000,418348250,425634000,2025-08-13,13:00,개찰완료,,6088185670,주식회사 여명기술단,유태규,362135000,86.563,2025-08-12,15:02,N,낙찰하한선 미달,363154060,86.806,2025-09-01,(주)21세기이엔지,김지훈,,409-81-36591,"서울특별시 동대문구 왕산로 81,706호(용두동, 두산베어스타워)",02-470-9559,2025-12-09
R25BK00980491,000,ULSAN EXPORT PLAZA 2025 행사 운영 용역,용역,총액계약,제한경쟁,협상에 의한 계약,재단법인 울산경제일자리진흥원,Z001363,재단법인 울산경제일자리진흥원,Z001363,,86909091,,,2025-08-13,13:00,유찰,,,,,,,,,N,,,,,,,,--, ,,2025-12-09
R25BK00987322,000,외국인 유학생 맞춤형 한국어 TOPIK 온라인 교육 콘텐츠 개발을 위한 연구 및 솔루션 구축 용역,용역,총액계약,제한경쟁,협상에 의한 계약,대덕대학산학협력단,Z010598,대덕대학산학협력단,Z010598,,40000000,,,2025-08-13,13:00,유찰,,,,,,,,,N,,,,,,,,--, ,,2025-12-09
R25BK00993777,000,금일읍 동백리 수원지 개발사업 건설사업관리용역,용역,총액계약,지명경쟁,적격심사제,전라남도 완도군,4990000,전라남도 완도군,4990000,79.995,3627272727,3992054850,3990000000,2025-08-13,13:00,개찰완료,1,3128111675,주식회사 경동엔지니어링,강재욱,3195385000,80.043,2025-08-13,08:58,N,정상,3234900000,81.033,2025-09-05,주식회사 건화,이시연,,138-81-01152,경기도 안양시 동안구 흥안대로427번길 38 (관양동 954-6),02-693-87037,2025-12-09
R25BK00993777,000,금일읍 동백리 수원지 개발사업 건설사업관리용역,용역,총액계약,지명경쟁,적격심사제,전라남도 완도군,4990000,전라남도 완도군,4990000,79.995,3627272727,3992054850,3990000000,2025-08-13,13:00,개찰완료,2,6098114412,주식회사 수성엔지니어링,정재준,3197180000,80.088,2025-08-12,14:36,N,정상,3234900000,81.033,2025-09-05,주식회사 건화,이시연,,138-81-01152,경기도 안양시 동안구 흥안대로427번길 38 (관양동 954-6),02-693-87037,2025-12-09
R25BK00993777,000,금일읍 동백리 수원지 개발사업 건설사업관리용역,용역,총액계약,지명경쟁,적격심사제,전라남도 완도군,4990000,전라남도 완도군,4990000,79.995,3627272727,3992054850,3990000000,2025-08-13,13:00,개찰완료,3,2208632319,주식회사 동해종합기술공사,정대진,3222720000,80.728,2025-08-13,08:58,N,정상,3234900000,81.033,2025-09-05,주식회사 건화,이시연,,138-81-01152,경기도 안양시 동안구 흥안대로427번길 38 (관양동 954-6),02-693-87037,2025-12-09
R25BK00993777,000,금일읍 동백리 수원지 개발사업 건설사업관리용역,용역,총액계약,지명경쟁,적격심사제,전라남도 완도군,4990000,전라남도 완도군,4990000,79.995,3627272727,3992054850,3990000000,2025-08-13,13:00,개찰완료,4,1208151817,주식회사 범한엔지니어링,이상규,3232000000,80.96,2025-08-13,11:23,N,정상,3234900000,81.033,2025-09-05,주식회사 건화,이시연,,138-81-01152,경기도 안양시 동안구 흥안대로427번길 38 (관양동 954-6),02-693-87037,2025-12-09
R25BK00993777,000,금일읍 동백리 수원지 개발사업 건설사업관리용역,용역,총액계약,지명경쟁,적격심사제,전라남도 완도군,4990000,전라남도 완도군,4990000,79.995,3627272727,3992054850,3990000000,2025-08-13,13:00,개찰완료,5,1388101152,주식회사 건화,이시연,3234900000,81.033,2025-08-13,09:32,Y,정상,3234900000,81.033,2025-09-05,주식회사 건화,이시연,,138-81-01152,경기도 안양시 동안구 흥안대로427번길 38 (관양동 954-6),02-693-87037,2025-12-09
R25BK00993777,000,금일읍 동백리 수원지 개발사업 건설사업관리용역,용역,총액계약,지명경쟁,적격심사제,전라남도 완도군,4990000,전라남도 완도군,4990000,79.995,3627272727,3992054850,3990000000,2025-08-13,13:00,개찰완료,6,1328106125,주식회사 경호엔지니어링종합건축사사무소,김종영,3268000000,81.862,2025-08-13,08:26,N,정상,3234900000,81.033,2025-09-05,주식회사 건화,이시연,,138-81-01152,경기도 안양시 동안구 흥안대로427번길 38 (관양동 954-6),02-693-87037,2025-12-09
