bidNtceNo,bidNtceOrd,bidNtceNm,bsnsDivNm,cntrctCnclsSttusNm,cntrctCnclsMthdNm,bidwinrDcsnMthdNm,ntceInsttNm,ntceInsttCd,dmndInsttNm,dmndInsttCd,sucsfLwstlmtRt,presmptPrce,rsrvtnPrce,bssAmt,opengDate,opengTm,opengRsltDivNm,opengRank,bidprcCorpBizrno,bidprcCorpNm,bidprcCorpCeoNm,bidprcAmt,bidprcRt,bidprcDate,bidprcTm,sucsfYn,dqlfctnRsn,fnlSucsfAmt,fnlSucsfRt,fnlSucsfDate,fnlSucsfCorpNm,fnlSucsfCorpCeoNm,fnlSucsfCorpOfclNm,fnlSucsfCorpBizrno,fnlSucsfCorpAdrs,fnlSucsfCorpContactTel,dataBssDate
R25BK01036562,000,여주시 대신면 기초생활거점조성사업 기본 및 실시설계 용역,용역,총액계약,수의계약,설계공모,한국농어촌공사 경기지역본부,D150116,한국농어촌공사 경기지역본부,D150116,,135605455,,,2025-09-22,16:00,개찰완료,,1171538545,이이케이 건축사사무소,유경동,0,0,2025-10-14,10:06,N,,0,,2025-10-14,건축사사무소알엔케이 주식회사,류재근,,401-88-00045,"서울특별시 서초구 동광로19길 142, 3층(방배동, 스튜디오빌)",02-507-8858,2025-12-08
R25BK01036562,000,여주시 대신면 기초생활거점조성사업 기본 및 실시설계 용역,용역,총액계약,수의계약,설계공모,한국농어촌공사 경기지역본부,D150116,한국농어촌공사 경기지역본부,D150116,,135605455,,,2025-09-22,16:00,개찰완료,,5910501460,기장윤아키텍트건축사사무소,윤정,0,0,2025-10-14,10:06,N,,0,,2025-10-14,건축사사무소알엔케이 주식회사,류재근,,401-88-00045,"서울특별시 서초구 동광로19길 142, 3층(방배동, 스튜디오빌)",02-507-8858,2025-12-08
R25BK01036562,000,여주시 대신면 기초생활거점조성사업 기본 및 실시설계 용역,용역,총액계약,수의계약,설계공모,한국농어촌공사 경기지역본부,D150116,한국농어촌공사 경기지역본부,D150116,,135605455,,,2025-09-22,16:00,개찰완료,,1791401812,파크이공건축사사무소,박문학,0,0,2025-10-14,10:06,N,,0,,2025-10-14,건축사사무소알엔케이 주식회사,류재근,,401-88-00045,"서울특별시 서초구 동광로19길 142, 3층(방배동, 스튜디오빌)",02-507-8858,2025-12-08
R25BK01036562,000,여주시 대신면 기초생활거점조성사업 기본 및 실시설계 용역,용역,총액계약,수의계약,설계공모,한국농어촌공사 경기지역본부,D150116,한국농어촌공사 경기지역본부,D150116,,135605455,,,2025-09-22,16:00,개찰완료,,8628601677,주식회사 에이디알건축사사무소,이완철,0,0,2025-10-14,10:06,N,,0,,2025-10-14,건축사사무소알엔케이 주식회사,류재근,,401-88-00045,"서울특별시 서초구 동광로19길 142, 3층(방배동, 스튜디오빌)",02-507-8858,2025-12-08
R25BK01036562,000,여주시 대신면 기초생활거점조성사업 기본 및 실시설계 용역,용역,총액계약,수의계약,설계공모,한국농어촌공사 경기지역본부,D150116,한국농어촌공사 경기지역본부,D150116,,135605455,,,2025-09-22,16:00,개찰완료,,7036100089,와이제이시(YJC) 건축사사무소,최영재,0,0,2025-10-14,10:06,N,,0,,2025-10-14,건축사사무소알엔케이 주식회사,류재근,,401-88-00045,"서울특별시 서초구 동광로19길 142, 3층(방배동, 스튜디오빌)",02-507-8858,2025-12-08
R25BK01036562,000,여주시 대신면 기초생활거점조성사업 기본 및 실시설계 용역,용역,총액계약,수의계약,설계공모,한국농어촌공사 경기지역본부,D150116,한국농어촌공사 경기지역본부,D150116,,135605455,,,2025-09-22,16:00,개찰완료,,1298680425,리미지건축사사무소주식회사,남상선,0,0,2025-10-14,10:06,N,,0,,2025-10-14,건축사사무소알엔케이 주식회사,류재근,,401-88-00045,"서울특별시 서초구 동광로19길 142, 3층(방배동, 스튜디오빌)",02-507-8858,2025-12-08
R25BK01044805,001,주택건설공사 감리자(건축) 모집 공고(인천경제자유구역 영종하늘도시 A50BL 공동주택 신축공사),용역,총액계약,일반경쟁,,인천광역시 경제자유구역청,6280548,인천광역시 경제자유구역청,6280548,84.95,1409069947,1358378425,1366797848,2025-09-22,16:00,개찰완료,1,1298119871,주식회사예인종합건축사사무소,최서림,1154200000,84.968,2025-09-22,13:06,N,정상,,,,,,,--, ,,2025-12-08
R25BK01044805,001,주택건설공사 감리자(건축) 모집 공고(인천경제자유구역 영종하늘도시 A50BL 공동주택 신축공사),용역,총액계약,일반경쟁,,인천광역시 경제자유구역청,6280548,인천광역시 경제자유구역청,6280548,84.95,1409069947,1358378425,1366797848,2025-09-22,16:00,개찰완료,2,2138618570,(주)경진건축사사무소,조창곤,1154333000,84.978,2025-09-22,10:40,N,정상,,,,,,,--, ,,2025-12-08
R25BK01044805,001,주택건설공사 감리자(건축) 모집 공고(인천경제자유구역 영종하늘도시 A50BL 공동주택 신축공사),용역,총액계약,일반경쟁,,인천광역시 경제자유구역청,6280548,인천광역시 경제자유구역청,6280548,84.95,1409069947,1358378425,1366797848,2025-09-22,16:00,개찰완료,3,2198113146,(주)종합건축사사무소환경건축,김길호,1154627000,85,2025-09-22,11:36,N,정상,,,,,,,--, ,,2025-12-08
R25BK01044805,001,주택건설공사 감리자(건축) 모집 공고(인천경제자유구역 영종하늘도시 A50BL 공동주택 신축공사),용역,총액계약,일반경쟁,,인천광역시 경제자유구역청,6280548,인천광역시 경제자유구역청,6280548,84.95,1409069947,1358378425,1366797848,2025-09-22,16:00,개찰완료,4,2078134828,(주)종합건축사사무소담,김동술,1155094000,85.034,2025-09-19,17:33,N,정상,,,,,,,--, ,,2025-12-08
