bidNtceNo,bidNtceOrd,bidNtceNm,bsnsDivNm,cntrctCnclsSttusNm,cntrctCnclsMthdNm,bidwinrDcsnMthdNm,ntceInsttNm,ntceInsttCd,dmndInsttNm,dmndInsttCd,sucsfLwstlmtRt,presmptPrce,rsrvtnPrce,bssAmt,opengDate,opengTm,opengRsltDivNm,opengRank,bidprcCorpBizrno,bidprcCorpNm,bidprcCorpCeoNm,bidprcAmt,bidprcRt,bidprcDate,bidprcTm,sucsfYn,dqlfctnRsn,fnlSucsfAmt,fnlSucsfRt,fnlSucsfDate,fnlSucsfCorpNm,fnlSucsfCorpCeoNm,fnlSucsfCorpOfclNm,fnlSucsfCorpBizrno,fnlSucsfCorpAdrs,fnlSucsfCorpContactTel,dataBssDate
R25BK01079602,000,서천연수원 하늘관 객실 환경개선공사 폐기물 처리용역,용역,총액계약,수의계약,,서울특별시,6110000,서울특별시,6110000,88,25780000,28380375,28358000,2025-10-17,13:00,개찰완료,,3128658277,(주)아산환경,이상근,24914000,87.786,2025-10-17,08:11,N,낙찰하한선 미달,24979300,88.016,2025-10-22,리뉴콘대원 주식회사,김희균,,436-81-00440,충청남도 천안시 서북구 성거읍 남산3길 58-24,041-522-0343,2025-12-03
R25BK01079602,000,서천연수원 하늘관 객실 환경개선공사 폐기물 처리용역,용역,총액계약,수의계약,,서울특별시,6110000,서울특별시,6110000,88,25780000,28380375,28358000,2025-10-17,13:00,개찰완료,,3128134829,은성환경주식회사,안준형,24914000,87.786,2025-10-17,09:48,N,낙찰하한선 미달,24979300,88.016,2025-10-22,리뉴콘대원 주식회사,김희균,,436-81-00440,충청남도 천안시 서북구 성거읍 남산3길 58-24,041-522-0343,2025-12-03
R25BK01079602,000,서천연수원 하늘관 객실 환경개선공사 폐기물 처리용역,용역,총액계약,수의계약,,서울특별시,6110000,서울특별시,6110000,88,25780000,28380375,28358000,2025-10-17,13:00,개찰완료,,3108108723,명진환경산업(주),김경철,24915900,87.792,2025-10-16,16:12,N,낙찰하한선 미달,24979300,88.016,2025-10-22,리뉴콘대원 주식회사,김희균,,436-81-00440,충청남도 천안시 서북구 성거읍 남산3길 58-24,041-522-0343,2025-12-03
R25BK01079602,000,서천연수원 하늘관 객실 환경개선공사 폐기물 처리용역,용역,총액계약,수의계약,,서울특별시,6110000,서울특별시,6110000,88,25780000,28380375,28358000,2025-10-17,13:00,개찰완료,,3138101199,삼원환경산업주식회사,남궁만,24919954,87.806,2025-10-17,08:55,N,낙찰하한선 미달,24979300,88.016,2025-10-22,리뉴콘대원 주식회사,김희균,,436-81-00440,충청남도 천안시 서북구 성거읍 남산3길 58-24,041-522-0343,2025-12-03
R25BK01079602,000,서천연수원 하늘관 객실 환경개선공사 폐기물 처리용역,용역,총액계약,수의계약,,서울특별시,6110000,서울특별시,6110000,88,25780000,28380375,28358000,2025-10-17,13:00,개찰완료,,3118108707,무한건설환경(주),심상학,24924000,87.821,2025-10-17,08:33,N,낙찰하한선 미달,24979300,88.016,2025-10-22,리뉴콘대원 주식회사,김희균,,436-81-00440,충청남도 천안시 서북구 성거읍 남산3길 58-24,041-522-0343,2025-12-03
R25BK01079685,000,우곡마을만들기사업(종합개발) 세부설계용역,용역,총액계약,수의계약,,경상남도 밀양시,5360000,경상남도 밀양시,5360000,88,32363636,36000900,35600000,2025-10-17,13:00,개찰완료,1,6098136454,주식회사 동영기술단,김유진,33819000,93.939,2025-10-17,07:58,Y,정상,33819000,93.939,2025-10-17,주식회사 동영기술단,김유진,,609-81-36454,"경상남도 밀양시 시청로1길 6,  3층 (내이동)",055-356-7667,2025-12-03
R25BK01079685,000,우곡마을만들기사업(종합개발) 세부설계용역,용역,총액계약,수의계약,,경상남도 밀양시,5360000,경상남도 밀양시,5360000,88,32363636,36000900,35600000,2025-10-17,13:00,개찰완료,,6158146092,주식회사 정림이엔씨건축사사무소,김무진,31182800,86.616,2025-10-16,17:55,N,낙찰하한선 미달,33819000,93.939,2025-10-17,주식회사 동영기술단,김유진,,609-81-36454,"경상남도 밀양시 시청로1길 6,  3층 (내이동)",055-356-7667,2025-12-03
R25BK01079685,000,우곡마을만들기사업(종합개발) 세부설계용역,용역,총액계약,수의계약,,경상남도 밀양시,5360000,경상남도 밀양시,5360000,88,32363636,36000900,35600000,2025-10-17,13:00,개찰완료,,6151554281,기람건축사사무소,최진석,31346000,87.07,2025-10-15,17:59,N,낙찰하한선 미달,33819000,93.939,2025-10-17,주식회사 동영기술단,김유진,,609-81-36454,"경상남도 밀양시 시청로1길 6,  3층 (내이동)",055-356-7667,2025-12-03
R25BK01079685,000,우곡마을만들기사업(종합개발) 세부설계용역,용역,총액계약,수의계약,,경상남도 밀양시,5360000,경상남도 밀양시,5360000,88,32363636,36000900,35600000,2025-10-17,13:00,개찰완료,,6098158803,주식회사 청토,강신한,68469000,190.186,2025-10-16,16:49,N,예가초과,33819000,93.939,2025-10-17,주식회사 동영기술단,김유진,,609-81-36454,"경상남도 밀양시 시청로1길 6,  3층 (내이동)",055-356-7667,2025-12-03
R25BK01079689,000,2025년 삼문1배수문 외 2개소 정밀안전점검 용역,용역,총액계약,수의계약,,경상남도 밀양시,5360000,경상남도 밀양시,5360000,88,32000000,35271750,35200000,2025-10-17,13:00,개찰완료,1,6098158803,주식회사 청토,강신한,31047000,88.022,2025-10-16,16:48,Y,정상,31047000,88.022,2025-10-17,주식회사 청토,강신한,,609-81-58803,경상남도 밀양시 시청로 33-0 (내이동) 2층,055-333-2312,2025-12-03
R25BK01079689,000,2025년 삼문1배수문 외 2개소 정밀안전점검 용역,용역,총액계약,수의계약,,경상남도 밀양시,5360000,경상남도 밀양시,5360000,88,32000000,35271750,35200000,2025-10-17,13:00,개찰완료,2,6158146092,주식회사 정림이엔씨건축사사무소,김무진,31320900,88.798,2025-10-16,17:54,N,정상,31047000,88.022,2025-10-17,주식회사 청토,강신한,,609-81-58803,경상남도 밀양시 시청로 33-0 (내이동) 2층,055-333-2312,2025-12-03
R25BK01079689,000,2025년 삼문1배수문 외 2개소 정밀안전점검 용역,용역,총액계약,수의계약,,경상남도 밀양시,5360000,경상남도 밀양시,5360000,88,32000000,35271750,35200000,2025-10-17,13:00,개찰완료,3,7278700391,주식회사 태인,김정훈,31409700,89.05,2025-10-17,08:45,N,정상,31047000,88.022,2025-10-17,주식회사 청토,강신한,,609-81-58803,경상남도 밀양시 시청로 33-0 (내이동) 2층,055-333-2312,2025-12-03
R25BK01079689,000,2025년 삼문1배수문 외 2개소 정밀안전점검 용역,용역,총액계약,수의계약,,경상남도 밀양시,5360000,경상남도 밀양시,5360000,88,32000000,35271750,35200000,2025-10-17,13:00,개찰완료,,6158603778,주식회사 선익,손병락,30752100,87.186,2025-10-17,02:15,N,낙찰하한선 미달,31047000,88.022,2025-10-17,주식회사 청토,강신한,,609-81-58803,경상남도 밀양시 시청로 33-0 (내이동) 2층,055-333-2312,2025-12-03
