bidNtceNo,bidNtceOrd,bidNtceNm,bsnsDivNm,cntrctCnclsSttusNm,cntrctCnclsMthdNm,bidwinrDcsnMthdNm,ntceInsttNm,ntceInsttCd,dmndInsttNm,dmndInsttCd,sucsfLwstlmtRt,presmptPrce,rsrvtnPrce,bssAmt,opengDate,opengTm,opengRsltDivNm,opengRank,bidprcCorpBizrno,bidprcCorpNm,bidprcCorpCeoNm,bidprcAmt,bidprcRt,bidprcDate,bidprcTm,sucsfYn,dqlfctnRsn,fnlSucsfAmt,fnlSucsfRt,fnlSucsfDate,fnlSucsfCorpNm,fnlSucsfCorpCeoNm,fnlSucsfCorpOfclNm,fnlSucsfCorpBizrno,fnlSucsfCorpAdrs,fnlSucsfCorpContactTel,dataBssDate
R25BK01100722,000,2025년 경남형 성인친화 평생교육모델 개발 연구 용역,용역,총액계약,제한경쟁,협상에 의한 계약,경상국립대학교,7008261,경상국립대학교,7008261,,72727273,,,2025-10-31,15:00,개찰완료,1,7868102848,주식회사 에듀레브,오창환,80000000,0,2025-10-28,14:24,Y,정상,80000000,,2025-11-20,주식회사 에듀레브,오창환,,786-81-02848,서울특별시 서초구 효령로49길 33 (서초동) 대성빌딩 구관 5층 에듀레브,02-601-11122,2025-12-04
R25BK01100722,000,2025년 경남형 성인친화 평생교육모델 개발 연구 용역,용역,총액계약,제한경쟁,협상에 의한 계약,경상국립대학교,7008261,경상국립대학교,7008261,,72727273,,,2025-10-31,15:00,개찰완료,,2198130636,주식회사 에이치알앤디컨설팅,석영미,80000000,0,2025-10-30,10:26,N,협상평가부적격자,80000000,,2025-11-20,주식회사 에듀레브,오창환,,786-81-02848,서울특별시 서초구 효령로49길 33 (서초동) 대성빌딩 구관 5층 에듀레브,02-601-11122,2025-12-04
R25BK01100941,000,교수역량강화 체계 구축을 위한 맞춤형 교수법 프로그램 모델 연구 용역,용역,총액계약,제한경쟁,협상에 의한 계약,경상국립대학교,7008261,경상국립대학교,7008261,,81818182,,,2025-10-31,15:00,유찰,,,,,,,,,N,,,,,,,,--, ,,2025-12-04
R25BK01101386,000,지식산업센터 중장기계획수립 방안 기획 연구,용역,총액계약,제한경쟁,협상에 의한 계약,조달청 대전지방조달청,1230277,중소기업기술정보진흥원,Z003052,,163417273,,,2025-10-31,15:00,개찰완료,1,2058202157,산업연구원,임재희,179759000,0,2025-10-30,10:45,Y,정상,179759000,,2025-11-10,산업연구원,임재희,,205-82-02157,세종특별자치시  시청대로 370-0,044-287-3114,2025-12-04
R25BK01101386,000,지식산업센터 중장기계획수립 방안 기획 연구,용역,총액계약,제한경쟁,협상에 의한 계약,조달청 대전지방조달청,1230277,중소기업기술정보진흥원,Z003052,,163417273,,,2025-10-31,15:00,개찰완료,,4051700090,가치솔루션,문운석,178750000,0,2025-10-30,09:25,N,협상평가부적격자,179759000,,2025-11-10,산업연구원,임재희,,205-82-02157,세종특별자치시  시청대로 370-0,044-287-3114,2025-12-04
R25BK01101386,000,지식산업센터 중장기계획수립 방안 기획 연구,용역,총액계약,제한경쟁,협상에 의한 계약,조달청 대전지방조달청,1230277,중소기업기술정보진흥원,Z003052,,163417273,,,2025-10-31,15:00,개찰완료,,5048211363,사단법인 지방행정발전연구원,현달호,148768000,0,2025-10-30,09:53,N,협상평가부적격자,179759000,,2025-11-10,산업연구원,임재희,,205-82-02157,세종특별자치시  시청대로 370-0,044-287-3114,2025-12-04
R25BK01104179,000,실차 Car to Car 충돌시험 용역,용역,총액계약,일반경쟁,협상에 의한 계약,한국공학대학교 산학협력단,C738500,한국공학대학교 산학협력단,C738500,,207081818,,,2025-10-31,15:00,개찰완료,1,6208141522,주식회사이노테스,김덕환,223200000,0,2025-10-29,10:25,Y,정상,223200000,,2025-10-31,주식회사이노테스,김덕환,,620-81-41522,"울산광역시 중구 종가로 362-11 (교동), 그린카기술센터 904호",070-463-31333,2025-12-04
R25BK01104179,000,실차 Car to Car 충돌시험 용역,용역,총액계약,일반경쟁,협상에 의한 계약,한국공학대학교 산학협력단,C738500,한국공학대학교 산학협력단,C738500,,207081818,,,2025-10-31,15:00,개찰완료,2,7838602204,주식회사 비티에스,김만수,225500000,0,2025-10-29,10:15,N,정상,223200000,,2025-10-31,주식회사이노테스,김덕환,,620-81-41522,"울산광역시 중구 종가로 362-11 (교동), 그린카기술센터 904호",070-463-31333,2025-12-04
R25BK01104263,000,미사경정공원 업무용 차량 임차(리스) 용역(3차/신규/자격완화),용역,총액계약,일반경쟁,적격심사제,한국체육산업개발주식회사,Z003587,한국체육산업개발주식회사,Z003587,84.245,32563636,36083500,35820000,2025-10-31,15:00,유찰,,,,,,,,,N,낙찰하한선 미달,,,,,,,--, ,,2025-12-04
R25BK01104263,000,미사경정공원 업무용 차량 임차(리스) 용역(3차/신규/자격완화),용역,총액계약,일반경쟁,적격심사제,한국체육산업개발주식회사,Z003587,한국체육산업개발주식회사,Z003587,84.245,32563636,36083500,35820000,2025-10-31,15:00,유찰,,,,,,,,,N,낙찰하한선 미달,,,,,,,--, ,,2025-12-04
