bidNtceNo,bidNtceOrd,bidNtceNm,bsnsDivNm,cntrctCnclsSttusNm,cntrctCnclsMthdNm,bidwinrDcsnMthdNm,ntceInsttNm,ntceInsttCd,dmndInsttNm,dmndInsttCd,sucsfLwstlmtRt,presmptPrce,rsrvtnPrce,bssAmt,opengDate,opengTm,opengRsltDivNm,opengRank,bidprcCorpBizrno,bidprcCorpNm,bidprcCorpCeoNm,bidprcAmt,bidprcRt,bidprcDate,bidprcTm,sucsfYn,dqlfctnRsn,fnlSucsfAmt,fnlSucsfRt,fnlSucsfDate,fnlSucsfCorpNm,fnlSucsfCorpCeoNm,fnlSucsfCorpOfclNm,fnlSucsfCorpBizrno,fnlSucsfCorpAdrs,fnlSucsfCorpContactTel,dataBssDate
R25BK01112752,001,"국민통합위원회 공용차량(위원장 전용차량) 임차용역 소액수의 견적요청(소기업, 소상공인)",용역,총액계약,제한경쟁,,국민통합위원회,1813267,국민통합위원회,1813267,88,99818182,108479025,108000000,2025-10-30,11:00,개찰완료,2,1978801752,주식회사 하이월드카,정제현,96624000,89.071,2025-10-29,16:04,N,정상,96431000,88.893,2025-10-31,알파렌터카 주식회사,김동국,,606-86-65635,"인천광역시 부평구 충선로203번길 16, 5층 501-629호 (삼산동, 창성프라자)",031-997-0399,2025-12-04
R25BK01112752,001,"국민통합위원회 공용차량(위원장 전용차량) 임차용역 소액수의 견적요청(소기업, 소상공인)",용역,총액계약,제한경쟁,,국민통합위원회,1813267,국민통합위원회,1813267,88,99818182,108479025,108000000,2025-10-30,11:00,개찰완료,3,4118186487,유한회사 프라임렌트카,윤제현,96780000,89.215,2025-10-28,10:59,N,정상,96431000,88.893,2025-10-31,알파렌터카 주식회사,김동국,,606-86-65635,"인천광역시 부평구 충선로203번길 16, 5층 501-629호 (삼산동, 창성프라자)",031-997-0399,2025-12-04
R25BK01112752,001,"국민통합위원회 공용차량(위원장 전용차량) 임차용역 소액수의 견적요청(소기업, 소상공인)",용역,총액계약,제한경쟁,,국민통합위원회,1813267,국민통합위원회,1813267,88,99818182,108479025,108000000,2025-10-30,11:00,개찰완료,4,6068127392,하나렌트카주식회사,김용진,96822000,89.254,2025-10-24,18:45,N,정상,96431000,88.893,2025-10-31,알파렌터카 주식회사,김동국,,606-86-65635,"인천광역시 부평구 충선로203번길 16, 5층 501-629호 (삼산동, 창성프라자)",031-997-0399,2025-12-04
R25BK01112752,001,"국민통합위원회 공용차량(위원장 전용차량) 임차용역 소액수의 견적요청(소기업, 소상공인)",용역,총액계약,제한경쟁,,국민통합위원회,1813267,국민통합위원회,1813267,88,99818182,108479025,108000000,2025-10-30,11:00,개찰완료,5,1428111703,주식회사 애드렌트카,김태효,97200000,89.602,2025-10-29,16:20,N,정상,96431000,88.893,2025-10-31,알파렌터카 주식회사,김동국,,606-86-65635,"인천광역시 부평구 충선로203번길 16, 5층 501-629호 (삼산동, 창성프라자)",031-997-0399,2025-12-04
R25BK01112752,001,"국민통합위원회 공용차량(위원장 전용차량) 임차용역 소액수의 견적요청(소기업, 소상공인)",용역,총액계약,제한경쟁,,국민통합위원회,1813267,국민통합위원회,1813267,88,99818182,108479025,108000000,2025-10-30,11:00,개찰완료,6,3448801246,주식회사 모두카,황한별,98748000,91.029,2025-10-27,15:06,N,정상,96431000,88.893,2025-10-31,알파렌터카 주식회사,김동국,,606-86-65635,"인천광역시 부평구 충선로203번길 16, 5층 501-629호 (삼산동, 창성프라자)",031-997-0399,2025-12-04
R25BK01112752,001,"국민통합위원회 공용차량(위원장 전용차량) 임차용역 소액수의 견적요청(소기업, 소상공인)",용역,총액계약,제한경쟁,,국민통합위원회,1813267,국민통합위원회,1813267,88,99818182,108479025,108000000,2025-10-30,11:00,개찰완료,7,1088618865,주식회사 지앤렌트카,황충하,99232850,91.476,2025-10-24,19:25,N,정상,96431000,88.893,2025-10-31,알파렌터카 주식회사,김동국,,606-86-65635,"인천광역시 부평구 충선로203번길 16, 5층 501-629호 (삼산동, 창성프라자)",031-997-0399,2025-12-04
R25BK01112783,000,2025년도 화성·평택·안성 권역 도로 제설 및 결빙제거 용역,용역,총액계약,일반경쟁,적격심사제,국토교통부 서울지방국토관리청 수원국토관리사무소,1613181,국토교통부 서울지방국토관리청 수원국토관리사무소,1613181,87.995,2310000000,2540637950,2541000000,2025-10-30,11:00,개찰완료,1,6248801778,주식회사 정주,신경선,2235648414,87.995,2025-10-30,09:23,Y,정상,2235648414,87.995,2025-11-07,주식회사 정주,신경선,,624-88-01778,서울특별시 송파구 동남로18길 40 (가락동) 202-02호A,02-525-0503,2025-12-04
R25BK01112783,000,2025년도 화성·평택·안성 권역 도로 제설 및 결빙제거 용역,용역,총액계약,일반경쟁,적격심사제,국토교통부 서울지방국토관리청 수원국토관리사무소,1613181,국토교통부 서울지방국토관리청 수원국토관리사무소,1613181,87.995,2310000000,2540637950,2541000000,2025-10-30,11:00,개찰완료,2,1328154442,주식회사 이엠,이종복,2235666750,87.996,2025-10-28,15:33,N,정상,2235648414,87.995,2025-11-07,주식회사 정주,신경선,,624-88-01778,서울특별시 송파구 동남로18길 40 (가락동) 202-02호A,02-525-0503,2025-12-04
R25BK01112783,000,2025년도 화성·평택·안성 권역 도로 제설 및 결빙제거 용역,용역,총액계약,일반경쟁,적격심사제,국토교통부 서울지방국토관리청 수원국토관리사무소,1613181,국토교통부 서울지방국토관리청 수원국토관리사무소,1613181,87.995,2310000000,2540637950,2541000000,2025-10-30,11:00,개찰완료,3,3118118317,하이 로지스 주식회사,이재인,2236156210,88.015,2025-10-29,11:20,N,정상,2235648414,87.995,2025-11-07,주식회사 정주,신경선,,624-88-01778,서울특별시 송파구 동남로18길 40 (가락동) 202-02호A,02-525-0503,2025-12-04
R25BK01112783,000,2025년도 화성·평택·안성 권역 도로 제설 및 결빙제거 용역,용역,총액계약,일반경쟁,적격심사제,국토교통부 서울지방국토관리청 수원국토관리사무소,1613181,국토교통부 서울지방국토관리청 수원국토관리사무소,1613181,87.995,2310000000,2540637950,2541000000,2025-10-30,11:00,개찰완료,4,1050682051,성준개발,김도형,2236309000,88.021,2025-10-30,07:50,N,정상,2235648414,87.995,2025-11-07,주식회사 정주,신경선,,624-88-01778,서울특별시 송파구 동남로18길 40 (가락동) 202-02호A,02-525-0503,2025-12-04
R25BK01112783,000,2025년도 화성·평택·안성 권역 도로 제설 및 결빙제거 용역,용역,총액계약,일반경쟁,적격심사제,국토교통부 서울지방국토관리청 수원국토관리사무소,1613181,국토교통부 서울지방국토관리청 수원국토관리사무소,1613181,87.995,2310000000,2540637950,2541000000,2025-10-30,11:00,개찰완료,5,1410532623,현담건설중기,김정웅,2236478800,88.028,2025-10-30,01:24,N,정상,2235648414,87.995,2025-11-07,주식회사 정주,신경선,,624-88-01778,서울특별시 송파구 동남로18길 40 (가락동) 202-02호A,02-525-0503,2025-12-04
R25BK01112783,000,2025년도 화성·평택·안성 권역 도로 제설 및 결빙제거 용역,용역,총액계약,일반경쟁,적격심사제,국토교통부 서울지방국토관리청 수원국토관리사무소,1613181,국토교통부 서울지방국토관리청 수원국토관리사무소,1613181,87.995,2310000000,2540637950,2541000000,2025-10-30,11:00,개찰완료,6,1078169575,漢陽建設機械 株式會社,서선숙,2236943999,88.046,2025-10-28,17:49,N,정상,2235648414,87.995,2025-11-07,주식회사 정주,신경선,,624-88-01778,서울특별시 송파구 동남로18길 40 (가락동) 202-02호A,02-525-0503,2025-12-04
