bidNtceNo,bidNtceOrd,bidNtceNm,bsnsDivNm,cntrctCnclsSttusNm,cntrctCnclsMthdNm,bidwinrDcsnMthdNm,ntceInsttNm,ntceInsttCd,dmndInsttNm,dmndInsttCd,sucsfLwstlmtRt,presmptPrce,rsrvtnPrce,bssAmt,opengDate,opengTm,opengRsltDivNm,opengRank,bidprcCorpBizrno,bidprcCorpNm,bidprcCorpCeoNm,bidprcAmt,bidprcRt,bidprcDate,bidprcTm,sucsfYn,dqlfctnRsn,fnlSucsfAmt,fnlSucsfRt,fnlSucsfDate,fnlSucsfCorpNm,fnlSucsfCorpCeoNm,fnlSucsfCorpOfclNm,fnlSucsfCorpBizrno,fnlSucsfCorpAdrs,fnlSucsfCorpContactTel,dataBssDate
R25BK01105206,000,느티바우 자연재해위험개선지구 정비사업 폐기물 처리 용역(총괄),용역,총액계약,제한경쟁,,경상북도 예천군,5230000,경상북도 예천군,5230000,87.745,112363636,123124200,123600000,2025-10-29,11:00,개찰완료,46,5118108516,(주)정림산업,김원대,109775720,89.158,2025-10-24,14:56,N,정상,108100600,87.798,2025-11-06,주식회사 문경환경,배광식,,511-81-10235,경상북도 문경시 산양면 금천로 200 (),054-554-1208,2025-12-04
R25BK01105206,000,느티바우 자연재해위험개선지구 정비사업 폐기물 처리 용역(총괄),용역,총액계약,제한경쟁,,경상북도 예천군,5230000,경상북도 예천군,5230000,87.745,112363636,123124200,123600000,2025-10-29,11:00,개찰완료,47,5088129515,주식회사 낙동골재,권성오,109954950,89.304,2025-10-23,15:22,N,정상,108100600,87.798,2025-11-06,주식회사 문경환경,배광식,,511-81-10235,경상북도 문경시 산양면 금천로 200 (),054-554-1208,2025-12-04
R25BK01105206,000,느티바우 자연재해위험개선지구 정비사업 폐기물 처리 용역(총괄),용역,총액계약,제한경쟁,,경상북도 예천군,5230000,경상북도 예천군,5230000,87.745,112363636,123124200,123600000,2025-10-29,11:00,개찰완료,48,5088115670,주식회사우리환경산업,권재성,109980380,89.324,2025-10-27,14:22,N,정상,108100600,87.798,2025-11-06,주식회사 문경환경,배광식,,511-81-10235,경상북도 문경시 산양면 금천로 200 (),054-554-1208,2025-12-04
R25BK01105206,000,느티바우 자연재해위험개선지구 정비사업 폐기물 처리 용역(총괄),용역,총액계약,제한경쟁,,경상북도 예천군,5230000,경상북도 예천군,5230000,87.745,112363636,123124200,123600000,2025-10-29,11:00,개찰완료,,4458800405,주식회사 유경산업,김윤자,107007470,86.91,2025-10-29,08:49,N,낙찰하한선 미달,108100600,87.798,2025-11-06,주식회사 문경환경,배광식,,511-81-10235,경상북도 문경시 산양면 금천로 200 (),054-554-1208,2025-12-04
R25BK01105206,000,느티바우 자연재해위험개선지구 정비사업 폐기물 처리 용역(총괄),용역,총액계약,제한경쟁,,경상북도 예천군,5230000,경상북도 예천군,5230000,87.745,112363636,123124200,123600000,2025-10-29,11:00,개찰완료,,5058126182,주식회사 세영,김상국,107127000,87.007,2025-10-29,09:00,N,낙찰하한선 미달,108100600,87.798,2025-11-06,주식회사 문경환경,배광식,,511-81-10235,경상북도 문경시 산양면 금천로 200 (),054-554-1208,2025-12-04
R25BK01105206,000,느티바우 자연재해위험개선지구 정비사업 폐기물 처리 용역(총괄),용역,총액계약,제한경쟁,,경상북도 예천군,5230000,경상북도 예천군,5230000,87.745,112363636,123124200,123600000,2025-10-29,11:00,개찰완료,,5110182606,푸른환경,김명화,107477000,87.291,2025-10-29,08:58,N,낙찰하한선 미달,108100600,87.798,2025-11-06,주식회사 문경환경,배광식,,511-81-10235,경상북도 문경시 산양면 금천로 200 (),054-554-1208,2025-12-04
R25BK01105206,000,느티바우 자연재해위험개선지구 정비사업 폐기물 처리 용역(총괄),용역,총액계약,제한경쟁,,경상북도 예천군,5230000,경상북도 예천군,5230000,87.745,112363636,123124200,123600000,2025-10-29,11:00,개찰완료,,5068125416,우정건설(주),김명하,107487600,87.3,2025-10-29,09:25,N,낙찰하한선 미달,108100600,87.798,2025-11-06,주식회사 문경환경,배광식,,511-81-10235,경상북도 문경시 산양면 금천로 200 (),054-554-1208,2025-12-04
R25BK01105206,000,느티바우 자연재해위험개선지구 정비사업 폐기물 처리 용역(총괄),용역,총액계약,제한경쟁,,경상북도 예천군,5230000,경상북도 예천군,5230000,87.745,112363636,123124200,123600000,2025-10-29,11:00,개찰완료,,5058141733,한국신기술산업(주),임정원,107526100,87.331,2025-10-27,07:59,N,낙찰하한선 미달,108100600,87.798,2025-11-06,주식회사 문경환경,배광식,,511-81-10235,경상북도 문경시 산양면 금천로 200 (),054-554-1208,2025-12-04
R25BK01105206,000,느티바우 자연재해위험개선지구 정비사업 폐기물 처리 용역(총괄),용역,총액계약,제한경쟁,,경상북도 예천군,5230000,경상북도 예천군,5230000,87.745,112363636,123124200,123600000,2025-10-29,11:00,개찰완료,,5058133209,(주)청경,정수영,107600000,87.391,2025-10-24,12:28,N,낙찰하한선 미달,108100600,87.798,2025-11-06,주식회사 문경환경,배광식,,511-81-10235,경상북도 문경시 산양면 금천로 200 (),054-554-1208,2025-12-04
R25BK01105206,000,느티바우 자연재해위험개선지구 정비사업 폐기물 처리 용역(총괄),용역,총액계약,제한경쟁,,경상북도 예천군,5230000,경상북도 예천군,5230000,87.745,112363636,123124200,123600000,2025-10-29,11:00,개찰완료,,5120493223,소백환경,노진기,107703000,87.475,2025-10-22,14:08,N,낙찰하한선 미달,108100600,87.798,2025-11-06,주식회사 문경환경,배광식,,511-81-10235,경상북도 문경시 산양면 금천로 200 (),054-554-1208,2025-12-04
R25BK01105206,000,느티바우 자연재해위험개선지구 정비사업 폐기물 처리 용역(총괄),용역,총액계약,제한경쟁,,경상북도 예천군,5230000,경상북도 예천군,5230000,87.745,112363636,123124200,123600000,2025-10-29,11:00,개찰완료,,5048197985,주식회사 도암,마지영,107734700,87.5,2025-10-28,08:18,N,낙찰하한선 미달,108100600,87.798,2025-11-06,주식회사 문경환경,배광식,,511-81-10235,경상북도 문경시 산양면 금천로 200 (),054-554-1208,2025-12-04
R25BK01105206,000,느티바우 자연재해위험개선지구 정비사업 폐기물 처리 용역(총괄),용역,총액계약,제한경쟁,,경상북도 예천군,5230000,경상북도 예천군,5230000,87.745,112363636,123124200,123600000,2025-10-29,11:00,개찰완료,,5088116892,주식회사 부호산업개발,이형진,107782583,87.539,2025-10-28,11:38,N,낙찰하한선 미달,108100600,87.798,2025-11-06,주식회사 문경환경,배광식,,511-81-10235,경상북도 문경시 산양면 금천로 200 (),054-554-1208,2025-12-04
R25BK01105206,000,느티바우 자연재해위험개선지구 정비사업 폐기물 처리 용역(총괄),용역,총액계약,제한경쟁,,경상북도 예천군,5230000,경상북도 예천군,5230000,87.745,112363636,123124200,123600000,2025-10-29,11:00,개찰완료,,5028168373,주식회사 태산파우텍,김현구,107845333,87.59,2025-10-28,15:31,N,낙찰하한선 미달,108100600,87.798,2025-11-06,주식회사 문경환경,배광식,,511-81-10235,경상북도 문경시 산양면 금천로 200 (),054-554-1208,2025-12-04
R25BK01105206,000,느티바우 자연재해위험개선지구 정비사업 폐기물 처리 용역(총괄),용역,총액계약,제한경쟁,,경상북도 예천군,5230000,경상북도 예천군,5230000,87.745,112363636,123124200,123600000,2025-10-29,11:00,개찰완료,,5128105808,(주)중앙개발,권혁운,107876220,87.615,2025-10-27,08:39,N,낙찰하한선 미달,108100600,87.798,2025-11-06,주식회사 문경환경,배광식,,511-81-10235,경상북도 문경시 산양면 금천로 200 (),054-554-1208,2025-12-04
R25BK01105206,000,느티바우 자연재해위험개선지구 정비사업 폐기물 처리 용역(총괄),용역,총액계약,제한경쟁,,경상북도 예천군,5230000,경상북도 예천군,5230000,87.745,112363636,123124200,123600000,2025-10-29,11:00,개찰완료,,5128118415,현대환경 주식회사,안태진,107912600,87.645,2025-10-24,14:47,N,낙찰하한선 미달,108100600,87.798,2025-11-06,주식회사 문경환경,배광식,,511-81-10235,경상북도 문경시 산양면 금천로 200 (),054-554-1208,2025-12-04
R25BK01105206,000,느티바우 자연재해위험개선지구 정비사업 폐기물 처리 용역(총괄),용역,총액계약,제한경쟁,,경상북도 예천군,5230000,경상북도 예천군,5230000,87.745,112363636,123124200,123600000,2025-10-29,11:00,개찰완료,,5058158608,(주)대유산업,김신형,107942442,87.669,2025-10-29,08:46,N,낙찰하한선 미달,108100600,87.798,2025-11-06,주식회사 문경환경,배광식,,511-81-10235,경상북도 문경시 산양면 금천로 200 (),054-554-1208,2025-12-04
