bidNtceNo,bidNtceOrd,bidNtceNm,bsnsDivNm,cntrctCnclsSttusNm,cntrctCnclsMthdNm,bidwinrDcsnMthdNm,ntceInsttNm,ntceInsttCd,dmndInsttNm,dmndInsttCd,sucsfLwstlmtRt,presmptPrce,rsrvtnPrce,bssAmt,opengDate,opengTm,opengRsltDivNm,opengRank,bidprcCorpBizrno,bidprcCorpNm,bidprcCorpCeoNm,bidprcAmt,bidprcRt,bidprcDate,bidprcTm,sucsfYn,dqlfctnRsn,fnlSucsfAmt,fnlSucsfRt,fnlSucsfDate,fnlSucsfCorpNm,fnlSucsfCorpCeoNm,fnlSucsfCorpOfclNm,fnlSucsfCorpBizrno,fnlSucsfCorpAdrs,fnlSucsfCorpContactTel,dataBssDate
R25BK01087267,000,안면 방포지구 급경사지 정비공사 실시설계 용역 ,용역,총액계약,제한경쟁,적격심사제,충청남도 태안군,4620000,충청남도 태안군,4620000,87.745,113190909,124487975,124510000,2025-10-20,15:00,개찰완료,,3088132424,주식회사 유원엔지니어링,유종갑,108147800,86.874,2025-10-17,09:40,N,낙찰하한선 미달,109265000,87.771,2025-10-30,주식회사 거산엔지니어링,채경식,,305-86-11823,"충청남도 부여군 부여읍 석탑로 66-1, 2층",041-835-5735,2025-12-03
R25BK01087267,000,안면 방포지구 급경사지 정비공사 실시설계 용역 ,용역,총액계약,제한경쟁,적격심사제,충청남도 태안군,4620000,충청남도 태안군,4620000,87.745,113190909,124487975,124510000,2025-10-20,15:00,개찰완료,,2298117625,주식회사 장맥엔지니어링,백진기,108150000,86.875,2025-10-17,19:43,N,낙찰하한선 미달,109265000,87.771,2025-10-30,주식회사 거산엔지니어링,채경식,,305-86-11823,"충청남도 부여군 부여읍 석탑로 66-1, 2층",041-835-5735,2025-12-03
R25BK01087267,000,안면 방포지구 급경사지 정비공사 실시설계 용역 ,용역,총액계약,제한경쟁,적격심사제,충청남도 태안군,4620000,충청남도 태안군,4620000,87.745,113190909,124487975,124510000,2025-10-20,15:00,개찰완료,,1408158304,주식회사 화우이엔씨,전선문,108206900,86.921,2025-10-17,17:05,N,낙찰하한선 미달,109265000,87.771,2025-10-30,주식회사 거산엔지니어링,채경식,,305-86-11823,"충청남도 부여군 부여읍 석탑로 66-1, 2층",041-835-5735,2025-12-03
R25BK01087267,000,안면 방포지구 급경사지 정비공사 실시설계 용역 ,용역,총액계약,제한경쟁,적격심사제,충청남도 태안군,4620000,충청남도 태안군,4620000,87.745,113190909,124487975,124510000,2025-10-20,15:00,개찰완료,,8668701531,행복엔지니어링 주식회사,김영수,108280000,86.98,2025-10-16,14:28,N,낙찰하한선 미달,109265000,87.771,2025-10-30,주식회사 거산엔지니어링,채경식,,305-86-11823,"충청남도 부여군 부여읍 석탑로 66-1, 2층",041-835-5735,2025-12-03
R25BK01087267,000,안면 방포지구 급경사지 정비공사 실시설계 용역 ,용역,총액계약,제한경쟁,적격심사제,충청남도 태안군,4620000,충청남도 태안군,4620000,87.745,113190909,124487975,124510000,2025-10-20,15:00,개찰완료,,2708600715,(주)예닮엔지니어링,김우철,108388000,87.067,2025-10-17,16:22,N,낙찰하한선 미달,109265000,87.771,2025-10-30,주식회사 거산엔지니어링,채경식,,305-86-11823,"충청남도 부여군 부여읍 석탑로 66-1, 2층",041-835-5735,2025-12-03
R25BK01087267,000,안면 방포지구 급경사지 정비공사 실시설계 용역 ,용역,총액계약,제한경쟁,적격심사제,충청남도 태안군,4620000,충청남도 태안군,4620000,87.745,113190909,124487975,124510000,2025-10-20,15:00,개찰완료,,6468602676,주식회사 이룸엔지니어링,이관형,108394000,87.071,2025-10-17,16:26,N,낙찰하한선 미달,109265000,87.771,2025-10-30,주식회사 거산엔지니어링,채경식,,305-86-11823,"충청남도 부여군 부여읍 석탑로 66-1, 2층",041-835-5735,2025-12-03
R25BK01087267,000,안면 방포지구 급경사지 정비공사 실시설계 용역 ,용역,총액계약,제한경쟁,적격심사제,충청남도 태안군,4620000,충청남도 태안군,4620000,87.745,113190909,124487975,124510000,2025-10-20,15:00,개찰완료,,5848100448,주식회사 더그린이엔지,최민수,108400000,87.076,2025-10-15,11:58,N,낙찰하한선 미달,109265000,87.771,2025-10-30,주식회사 거산엔지니어링,채경식,,305-86-11823,"충청남도 부여군 부여읍 석탑로 66-1, 2층",041-835-5735,2025-12-03
R25BK01087267,000,안면 방포지구 급경사지 정비공사 실시설계 용역 ,용역,총액계약,제한경쟁,적격심사제,충청남도 태안군,4620000,충청남도 태안군,4620000,87.745,113190909,124487975,124510000,2025-10-20,15:00,개찰완료,,1118134395,주식회사 동국엔지니어링,강재중,108515000,87.169,2025-10-20,08:46,N,낙찰하한선 미달,109265000,87.771,2025-10-30,주식회사 거산엔지니어링,채경식,,305-86-11823,"충청남도 부여군 부여읍 석탑로 66-1, 2층",041-835-5735,2025-12-03
R25BK01087267,000,안면 방포지구 급경사지 정비공사 실시설계 용역 ,용역,총액계약,제한경쟁,적격심사제,충청남도 태안군,4620000,충청남도 태안군,4620000,87.745,113190909,124487975,124510000,2025-10-20,15:00,개찰완료,,3078133473,주식회사 기산엔지니어링,박승준,108528000,87.179,2025-10-20,08:47,N,낙찰하한선 미달,109265000,87.771,2025-10-30,주식회사 거산엔지니어링,채경식,,305-86-11823,"충청남도 부여군 부여읍 석탑로 66-1, 2층",041-835-5735,2025-12-03
R25BK01087267,000,안면 방포지구 급경사지 정비공사 실시설계 용역 ,용역,총액계약,제한경쟁,적격심사제,충청남도 태안군,4620000,충청남도 태안군,4620000,87.745,113190909,124487975,124510000,2025-10-20,15:00,개찰완료,,3148637680,주식회사 에스알이앤씨,정석열,108572500,87.215,2025-10-17,17:38,N,낙찰하한선 미달,109265000,87.771,2025-10-30,주식회사 거산엔지니어링,채경식,,305-86-11823,"충청남도 부여군 부여읍 석탑로 66-1, 2층",041-835-5735,2025-12-03
