bidNtceNo,bidNtceOrd,bidNtceNm,bsnsDivNm,cntrctCnclsSttusNm,cntrctCnclsMthdNm,bidwinrDcsnMthdNm,ntceInsttNm,ntceInsttCd,dmndInsttNm,dmndInsttCd,sucsfLwstlmtRt,presmptPrce,rsrvtnPrce,bssAmt,opengDate,opengTm,opengRsltDivNm,opengRank,bidprcCorpBizrno,bidprcCorpNm,bidprcCorpCeoNm,bidprcAmt,bidprcRt,bidprcDate,bidprcTm,sucsfYn,dqlfctnRsn,fnlSucsfAmt,fnlSucsfRt,fnlSucsfDate,fnlSucsfCorpNm,fnlSucsfCorpCeoNm,fnlSucsfCorpOfclNm,fnlSucsfCorpBizrno,fnlSucsfCorpAdrs,fnlSucsfCorpContactTel,dataBssDate
R25BK01087683,000,탑동초 교사1호동 내진성능평가용역,용역,총액계약,수의계약,,경기도교육청 경기도수원교육지원청,7541000,경기도교육청 경기도수원교육지원청,7541000,88,39050000,42754025,42955000,2025-10-20,15:00,개찰완료,,2298131762,(주)한일구조이엔씨,김민기,37370000,87.406,2025-10-17,13:40,N,낙찰하한선 미달,37676037,88.122,2025-10-21,엘림 주식회사,김남재,,717-86-00698,"경기도 수원시 영통구 광교중앙로248번길 7-7, 이음센터 5층(하동)",031-212-9001,2025-12-03
R25BK01087683,000,탑동초 교사1호동 내진성능평가용역,용역,총액계약,수의계약,,경기도교육청 경기도수원교육지원청,7541000,경기도교육청 경기도수원교육지원청,7541000,88,39050000,42754025,42955000,2025-10-20,15:00,개찰완료,,1428167662,지티엔지니어링 주식회사,김갑수,37399000,87.474,2025-10-20,09:52,N,낙찰하한선 미달,37676037,88.122,2025-10-21,엘림 주식회사,김남재,,717-86-00698,"경기도 수원시 영통구 광교중앙로248번길 7-7, 이음센터 5층(하동)",031-212-9001,2025-12-03
R25BK01087683,000,탑동초 교사1호동 내진성능평가용역,용역,총액계약,수의계약,,경기도교육청 경기도수원교육지원청,7541000,경기도교육청 경기도수원교육지원청,7541000,88,39050000,42754025,42955000,2025-10-20,15:00,개찰완료,,8028603504,수헌보아스구조이앤씨건축사사무소(주),장수영,37511568,87.738,2025-10-20,08:23,N,낙찰하한선 미달,37676037,88.122,2025-10-21,엘림 주식회사,김남재,,717-86-00698,"경기도 수원시 영통구 광교중앙로248번길 7-7, 이음센터 5층(하동)",031-212-9001,2025-12-03
R25BK01087683,000,탑동초 교사1호동 내진성능평가용역,용역,총액계약,수의계약,,경기도교육청 경기도수원교육지원청,7541000,경기도교육청 경기도수원교육지원청,7541000,88,39050000,42754025,42955000,2025-10-20,15:00,개찰완료,,8458103224,주식회사 에스엠씨구조안전진단,박범진,37529500,87.78,2025-10-16,10:34,N,낙찰하한선 미달,37676037,88.122,2025-10-21,엘림 주식회사,김남재,,717-86-00698,"경기도 수원시 영통구 광교중앙로248번길 7-7, 이음센터 5층(하동)",031-212-9001,2025-12-03
R25BK01087683,000,탑동초 교사1호동 내진성능평가용역,용역,총액계약,수의계약,,경기도교육청 경기도수원교육지원청,7541000,경기도교육청 경기도수원교육지원청,7541000,88,39050000,42754025,42955000,2025-10-20,15:00,개찰완료,,1358163557,주식회사 마루엔지니어링 건축사 사무소,이혜경,37581500,87.901,2025-10-17,11:34,N,낙찰하한선 미달,37676037,88.122,2025-10-21,엘림 주식회사,김남재,,717-86-00698,"경기도 수원시 영통구 광교중앙로248번길 7-7, 이음센터 5층(하동)",031-212-9001,2025-12-03
R25BK01087683,000,탑동초 교사1호동 내진성능평가용역,용역,총액계약,수의계약,,경기도교육청 경기도수원교육지원청,7541000,경기도교육청 경기도수원교육지원청,7541000,88,39050000,42754025,42955000,2025-10-20,15:00,개찰완료,,1448118584,주식회사 한국건설구조안전진단,김정환,37596638,87.937,2025-10-15,15:04,N,낙찰하한선 미달,37676037,88.122,2025-10-21,엘림 주식회사,김남재,,717-86-00698,"경기도 수원시 영통구 광교중앙로248번길 7-7, 이음센터 5층(하동)",031-212-9001,2025-12-03
R25BK01087683,000,탑동초 교사1호동 내진성능평가용역,용역,총액계약,수의계약,,경기도교육청 경기도수원교육지원청,7541000,경기도교육청 경기도수원교육지원청,7541000,88,39050000,42754025,42955000,2025-10-20,15:00,개찰완료,,1248680420,주식회사 건축과공간메트로,서승태,37606800,87.96,2025-10-17,15:39,N,낙찰하한선 미달,37676037,88.122,2025-10-21,엘림 주식회사,김남재,,717-86-00698,"경기도 수원시 영통구 광교중앙로248번길 7-7, 이음센터 5층(하동)",031-212-9001,2025-12-03
R25BK01087683,000,탑동초 교사1호동 내진성능평가용역,용역,총액계약,수의계약,,경기도교육청 경기도수원교육지원청,7541000,경기도교육청 경기도수원교육지원청,7541000,88,39050000,42754025,42955000,2025-10-20,15:00,개찰완료,,8778101806,선유건설안전진단 주식회사,정연택,376350380,880.268,2025-10-16,13:01,N,예가초과,37676037,88.122,2025-10-21,엘림 주식회사,김남재,,717-86-00698,"경기도 수원시 영통구 광교중앙로248번길 7-7, 이음센터 5층(하동)",031-212-9001,2025-12-03
R25BK01087724,000,취암동 및 부창동 장기미집행시설 폐기물처리용역,용역,총액계약,수의계약,,충청남도 논산시,4540000,충청남도 논산시,4540000,88,39388182,43701950,43327000,2025-10-20,15:00,재입찰,,,,,,,,,N,낙찰하한선 미달,,,,,,,--, ,,2025-12-03
R25BK01087724,000,취암동 및 부창동 장기미집행시설 폐기물처리용역,용역,총액계약,수의계약,,충청남도 논산시,4540000,충청남도 논산시,4540000,88,39388182,43701950,43327000,2025-10-20,15:00,재입찰,,,,,,,,,N,낙찰하한선 미달,,,,,,,--, ,,2025-12-03
